epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,2738.9,0.6956,0.77709,1.72275,0.75043,0.77322,0.82688,0.68409,0.71191,0.81561,1.97723,0.000976813,0.000976813,0.000976813
63,2782.45,0.67173,0.74031,1.69124,0.81452,0.74128,0.8435,0.6859,0.76123,0.79953,1.99183,0.000974614,0.000974614,0.000974614
64,2826.13,0.74264,0.77271,1.72717,0.80118,0.72903,0.83673,0.67735,0.7609,0.81703,1.98987,0.000972414,0.000972414,0.000972414
65,2869.69,0.71544,0.75509,1.7503,0.76673,0.7465,0.83216,0.69322,0.69545,0.81779,1.97529,0.000970214,0.000970214,0.000970214
66,2914.11,0.70022,0.76329,1.73949,0.78357,0.72092,0.82616,0.68527,0.71104,0.82672,1.98062,0.000968014,0.000968014,0.000968014
67,2957.78,0.70709,0.75878,1.77833,0.77268,0.74936,0.82872,0.69103,0.6976,0.80395,1.95335,0.000965815,0.000965815,0.000965815
68,3001.43,0.71693,0.77548,1.76235,0.77745,0.75389,0.83651,0.69662,0.6999,0.79372,1.94843,0.000963615,0.000963615,0.000963615
69,3045.82,0.68911,0.7448,1.72906,0.79295,0.73896,0.84189,0.70677,0.68892,0.77355,1.95437,0.000961415,0.000961415,0.000961415
70,3089.96,0.70469,0.74663,1.71296,0.79085,0.73227,0.83025,0.68981,0.71067,0.82516,1.96296,0.000959215,0.000959215,0.000959215
71,3133.59,0.69163,0.7403,1.7356,0.77373,0.74571,0.831,0.69851,0.68865,0.7919,1.97841,0.000957015,0.000957015,0.000957015
72,3177.24,0.67589,0.72055,1.69179,0.77903,0.73728,0.83104,0.6915,0.71245,0.81249,1.95923,0.000954816,0.000954816,0.000954816
73,3221.11,0.69403,0.74378,1.75124,0.7731,0.7463,0.83227,0.69139,0.69572,0.79406,1.97271,0.000952616,0.000952616,0.000952616
74,3264.78,0.6724,0.71838,1.706,0.74397,0.7402,0.81523,0.6831,0.68629,0.83786,1.95907,0.000950416,0.000950416,0.000950416
75,3308.35,0.68898,0.73907,1.71252,0.78051,0.75378,0.83754,0.6994,0.69147,0.79428,1.9643,0.000948216,0.000948216,0.000948216
76,3352.04,0.67434,0.71712,1.68577,0.77197,0.75422,0.8366,0.69929,0.68973,0.78535,1.9513,0.000946016,0.000946016,0.000946016
77,3395.69,0.6807,0.73107,1.70938,0.77512,0.72755,0.82956,0.69252,0.70075,0.8107,1.94512,0.000943817,0.000943817,0.000943817
78,3439.34,0.68075,0.73058,1.71257,0.78146,0.75147,0.84341,0.70931,0.68267,0.77381,1.96224,0.000941617,0.000941617,0.000941617
79,3483.5,0.68544,0.73684,1.70385,0.8034,0.7085,0.82137,0.68259,0.71019,0.83832,1.95132,0.000939417,0.000939417,0.000939417
80,3527.13,0.66434,0.69119,1.70233,0.76851,0.74723,0.82838,0.69428,0.68557,0.7903,1.95738,0.000937217,0.000937217,0.000937217
