epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,1563.34,0.64847,0.60086,1.40508,0.77822,0.7394,0.82461,0.69206,0.68374,0.76592,1.54665,0.000820629,0.000820629,0.000820629
134,1575.04,0.64484,0.59937,1.39395,0.76385,0.74458,0.81937,0.69029,0.67361,0.76634,1.5586,0.000818429,0.000818429,0.000818429
135,1586.72,0.65349,0.59531,1.39862,0.75777,0.7368,0.79888,0.67288,0.67091,0.81544,1.56329,0.000816229,0.000816229,0.000816229
136,1598.4,0.65909,0.59833,1.38688,0.79959,0.75416,0.83687,0.7071,0.66907,0.73239,1.54805,0.00081403,0.00081403,0.00081403
137,1610.05,0.64271,0.5947,1.3935,0.79884,0.74863,0.83545,0.70675,0.66334,0.72961,1.55203,0.00081183,0.00081183,0.00081183
138,1621.71,0.6423,0.58615,1.40848,0.7632,0.72452,0.80106,0.66953,0.6903,0.81031,1.57207,0.00080963,0.00080963,0.00080963
139,1633.4,0.64195,0.58299,1.38603,0.78633,0.75226,0.83,0.70126,0.66654,0.73256,1.55506,0.00080743,0.00080743,0.00080743
140,1645.06,0.63462,0.58448,1.38211,0.78792,0.7529,0.82867,0.7027,0.66587,0.72897,1.55371,0.000805231,0.000805231,0.000805231
141,1656.74,0.64296,0.58482,1.3725,0.78658,0.74306,0.82006,0.6917,0.67414,0.74894,1.55109,0.000803031,0.000803031,0.000803031
142,1668.37,0.61096,0.56578,1.36572,0.75697,0.72709,0.79363,0.67032,0.67474,0.81432,1.5551,0.000800831,0.000800831,0.000800831
143,1680.02,0.6427,0.58512,1.37371,0.79568,0.75132,0.8343,0.70909,0.66107,0.73245,1.54394,0.000798631,0.000798631,0.000798631
144,1691.66,0.64285,0.57896,1.37607,0.77644,0.77406,0.83715,0.70941,0.66555,0.71117,1.54508,0.000796431,0.000796431,0.000796431
145,1703.3,0.63507,0.57841,1.4034,0.78291,0.75256,0.83171,0.70026,0.67646,0.73938,1.5626,0.000794232,0.000794232,0.000794232
146,1714.98,0.63881,0.57916,1.36894,0.76956,0.74713,0.819,0.69063,0.67704,0.7633,1.55406,0.000792032,0.000792032,0.000792032
