epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,441.982,0.90168,0.95785,1.51831,0.70225,0.67067,0.75091,0.60077,0.84617,0.95714,1.61113,0.000979013,0.000979013,0.000979013
62,448.936,0.89248,0.93394,1.50088,0.69326,0.65062,0.72447,0.5831,0.83011,0.98351,1.62763,0.000976813,0.000976813,0.000976813
63,456.099,0.86891,0.92199,1.5036,0.70538,0.69718,0.76434,0.61871,0.81182,0.92157,1.61912,0.000974614,0.000974614,0.000974614
64,463.74,0.85901,0.92466,1.48982,0.7369,0.65511,0.7494,0.60109,0.83977,0.96269,1.63331,0.000972414,0.000972414,0.000972414
65,471.128,0.85717,0.90865,1.46616,0.72507,0.66815,0.7515,0.60425,0.8267,0.95259,1.61617,0.000970214,0.000970214,0.000970214
66,478.152,0.8341,0.88679,1.46433,0.74057,0.653,0.75281,0.6104,0.803,0.92663,1.61346,0.000968014,0.000968014,0.000968014
67,485.091,0.84904,0.89365,1.48005,0.75497,0.66736,0.76441,0.61352,0.81792,0.91477,1.62606,0.000965815,0.000965815,0.000965815
68,492.648,0.87838,0.9377,1.51061,0.67572,0.63683,0.70412,0.56559,0.81365,1.07007,1.61116,0.000963615,0.000963615,0.000963615
69,499.975,0.82909,0.89091,1.47483,0.69721,0.63943,0.72041,0.58224,0.82037,1.02354,1.62746,0.000961415,0.000961415,0.000961415
70,506.416,0.84356,0.89715,1.48307,0.72014,0.66511,0.74882,0.59669,0.84868,0.96407,1.63422,0.000959215,0.000959215,0.000959215
71,513.789,0.83366,0.89048,1.4623,0.71609,0.64506,0.74076,0.59335,0.82894,0.99139,1.63039,0.000957015,0.000957015,0.000957015
72,521.446,0.85533,0.88977,1.47675,0.73277,0.67154,0.75602,0.60798,0.81042,0.91837,1.6191,0.000954816,0.000954816,0.000954816
73,528.92,0.86069,0.89351,1.50301,0.76106,0.66932,0.77312,0.62886,0.78957,0.8991,1.60739,0.000952616,0.000952616,0.000952616
74,535.913,0.83078,0.88685,1.48137,0.69287,0.63996,0.72422,0.5834,0.81663,1.02711,1.60577,0.000950416,0.000950416,0.000950416
75,543.002,0.84247,0.87901,1.48161,0.70918,0.62911,0.71007,0.56805,0.81391,1.06773,1.62534,0.000948216,0.000948216,0.000948216
76,550.075,0.82582,0.87274,1.45949,0.76423,0.63438,0.75484,0.61263,0.80519,0.92766,1.63212,0.000946016,0.000946016,0.000946016
77,557.571,0.82906,0.88495,1.4639,0.6911,0.58547,0.66792,0.52828,0.85643,1.16869,1.65745,0.000943817,0.000943817,0.000943817
78,564.709,0.85397,0.88208,1.50101,0.74807,0.65803,0.75717,0.62086,0.76536,0.9275,1.61755,0.000941617,0.000941617,0.000941617
79,571.56,0.81588,0.85611,1.46575,0.7283,0.67331,0.76414,0.61978,0.7808,0.90959,1.61337,0.000939417,0.000939417,0.000939417
80,578.977,0.82521,0.86636,1.45368,0.73247,0.67526,0.75824,0.61112,0.8145,0.93107,1.5854,0.000937217,0.000937217,0.000937217
81,585.897,0.8038,0.85156,1.44722,0.75106,0.6751,0.77042,0.62943,0.77218,0.88562,1.60799,0.000935018,0.000935018,0.000935018
82,593.693,0.81518,0.84638,1.48686,0.73314,0.6907,0.77856,0.63545,0.7795,0.87183,1.59831,0.000932818,0.000932818,0.000932818
83,600.833,0.82005,0.85805,1.47042,0.67191,0.62271,0.69417,0.55754,0.80773,1.10021,1.6074,0.000930618,0.000930618,0.000930618
84,608.282,0.83329,0.86676,1.45568,0.74001,0.67987,0.77081,0.62772,0.77986,0.8874,1.59621,0.000928418,0.000928418,0.000928418
85,615.327,0.81912,0.85128,1.46441,0.71865,0.60512,0.71249,0.5773,0.80472,1.03358,1.62315,0.000926218,0.000926218,0.000926218
86,622.174,0.83012,0.84976,1.46852,0.7373,0.68736,0.77676,0.63367,0.77165,0.86807,1.58876,0.000924019,0.000924019,0.000924019
87,630.033,0.83916,0.87075,1.48686,0.71521,0.68125,0.76435,0.61515,0.79437,0.90998,1.60403,0.000921819,0.000921819,0.000921819
88,637.028,0.82783,0.84529,1.46492,0.78977,0.6356,0.76432,0.62455,0.76839,0.9253,1.58732,0.000919619,0.000919619,0.000919619
89,644.048,0.83754,0.85243,1.49425,0.70211,0.67721,0.75152,0.60918,0.79673,0.92423,1.60311,0.000917419,0.000917419,0.000917419
90,651.46,0.81252,0.82792,1.47188,0.73967,0.64744,0.74859,0.6128,0.77222,0.96468,1.60048,0.00091522,0.00091522,0.00091522
91,658.235,0.7897,0.81231,1.44924,0.70808,0.67715,0.74892,0.60948,0.77789,0.96403,1.5947,0.00091302,0.00091302,0.00091302
92,665.97,0.82971,0.83937,1.47485,0.75083,0.6827,0.78294,0.63378,0.80236,0.8581,1.57728,0.00091082,0.00091082,0.00091082
93,672.696,0.80438,0.81983,1.44778,0.72152,0.64611,0.74519,0.60933,0.78251,0.94717,1.60067,0.00090862,0.00090862,0.00090862
